s,sLabel
http://www.wikidata.org/entity/Q1743447,Kiril Christov
http://www.wikidata.org/entity/Q1359523,Alojzy Feliński
http://www.wikidata.org/entity/Q1390495,Henrique Lopes de Mendonça
http://www.wikidata.org/entity/Q1391877,František Hrubín
http://www.wikidata.org/entity/Q1393354,Georges Ribemont-Dessaignes
http://www.wikidata.org/entity/Q1436156,Giovanni Giraud
http://www.wikidata.org/entity/Q1509177,Gueorgui Gospodínov
http://www.wikidata.org/entity/Q1537980,Gordon Bottomley
http://www.wikidata.org/entity/Q1587432,Scipione Maffei
http://www.wikidata.org/entity/Q1630523,Hossein Panahi
http://www.wikidata.org/entity/Q1684704,Jean Bernard Mary-Lafon
http://www.wikidata.org/entity/Q1689831,Jiří Stránský
http://www.wikidata.org/entity/Q1397818,Wital Woranau
http://www.wikidata.org/entity/Q1556732,Gustave Pradelle
http://www.wikidata.org/entity/Q1356595,Ernest d'Hervilly
http://www.wikidata.org/entity/Q498802,Q498802
http://www.wikidata.org/entity/Q372984,Charles Lamb
http://www.wikidata.org/entity/Q375036,Kostas Varnalis
http://www.wikidata.org/entity/Q380506,Aleksander Fredro
http://www.wikidata.org/entity/Q401491,Ahmad Sawqi
http://www.wikidata.org/entity/Q402274,Johan Ludvig Heiberg
http://www.wikidata.org/entity/Q432919,Maxwell Anderson
http://www.wikidata.org/entity/Q434207,Tian Han
http://www.wikidata.org/entity/Q435584,Samuil Marshak
http://www.wikidata.org/entity/Q436463,Lou Lichtveld
http://www.wikidata.org/entity/Q447941,Alioune Badara Bèye
http://www.wikidata.org/entity/Q448799,Magdalena Dobromila Rettigová
http://www.wikidata.org/entity/Q468247,Edgar Lee Masters
http://www.wikidata.org/entity/Q471184,Vítězslav Nezval
http://www.wikidata.org/entity/Q503798,John Ford
http://www.wikidata.org/entity/Q508975,Uladzimir Karatkievich
http://www.wikidata.org/entity/Q481491,Friedrich Müller
http://www.wikidata.org/entity/Q371439,Francesco Albergati Capacelli
http://www.wikidata.org/entity/Q378240,Georges Rodenbach
http://www.wikidata.org/entity/Q380525,Marin Držić
http://www.wikidata.org/entity/Q381734,Nordahl Grieg
http://www.wikidata.org/entity/Q429915,Aleksandr Sumarókov
http://www.wikidata.org/entity/Q436738,Gian Giorgio Trissino
http://www.wikidata.org/entity/Q441757,Charlotte Lennox
http://www.wikidata.org/entity/Q448629,Thomas Asselijn
http://www.wikidata.org/entity/Q460095,Tonino Guerra
http://www.wikidata.org/entity/Q462644,Théophile de Viau
http://www.wikidata.org/entity/Q468516,Julia de Burgos
http://www.wikidata.org/entity/Q471040,Vinaiak Dámodar Savarkar
http://www.wikidata.org/entity/Q502161,Pierre-Joseph Bernard
http://www.wikidata.org/entity/Q507746,Alexandre Arnoux
http://www.wikidata.org/entity/Q380545,Ignacy Krasicki
http://www.wikidata.org/entity/Q373566,Adrian Mitchell
http://www.wikidata.org/entity/Q367243,Michel-Jean Sedaine
http://www.wikidata.org/entity/Q372549,Salvador Espriu
http://www.wikidata.org/entity/Q378276,Katarina Frostenson
http://www.wikidata.org/entity/Q379941,Jean-Antoine de Baïf
http://www.wikidata.org/entity/Q380728,Fiódor Sologub
http://www.wikidata.org/entity/Q381104,Kari Hotakainen
http://www.wikidata.org/entity/Q440779,Rosemonde Gérard
http://www.wikidata.org/entity/Q457687,Emil František Burian
http://www.wikidata.org/entity/Q464943,Miroslav Vilhar
http://www.wikidata.org/entity/Q465222,Jessica Hagedorn
http://www.wikidata.org/entity/Q465721,Andrée Chedid
http://www.wikidata.org/entity/Q470011,János Pilinszky
http://www.wikidata.org/entity/Q471026,Jean-Baptiste Rousseau
http://www.wikidata.org/entity/Q475004,Zmicier Zhylunovich
http://www.wikidata.org/entity/Q475526,Charles Monselet
http://www.wikidata.org/entity/Q375270,François-Augustin de Paradis de Moncrif
http://www.wikidata.org/entity/Q387671,Branko Hofman
http://www.wikidata.org/entity/Q435151,Silvio Pellico
http://www.wikidata.org/entity/Q441439,Henriette Roland-Holst
http://www.wikidata.org/entity/Q455246,Ivan Kotlyarevsky
http://www.wikidata.org/entity/Q460216,Judith Herzberg
http://www.wikidata.org/entity/Q461320,Mantarō Kubota
http://www.wikidata.org/entity/Q506430,David Malouf
http://www.wikidata.org/entity/Q511742,Ntozake Shange
http://www.wikidata.org/entity/Q372032,Giuseppe Giacosa
http://www.wikidata.org/entity/Q374622,Pierre-Louis Moline
http://www.wikidata.org/entity/Q379923,Jean-François Marmontel
http://www.wikidata.org/entity/Q381944,Eldar Ryazanov
http://www.wikidata.org/entity/Q388828,Nathan Katz
http://www.wikidata.org/entity/Q403242,Muhammad al-Maghut
http://www.wikidata.org/entity/Q433778,Werewere-Liking Gnepo
http://www.wikidata.org/entity/Q442848,Marjorie Boulton
http://www.wikidata.org/entity/Q460546,John Banim
http://www.wikidata.org/entity/Q462649,Mohammed Dib
http://www.wikidata.org/entity/Q487665,Anatoly Marienhof
http://www.wikidata.org/entity/Q505949,Arturo Uslar Pietri
http://www.wikidata.org/entity/Q367234,Marian Hemar
http://www.wikidata.org/entity/Q379022,Jean-François de La Harpe
http://www.wikidata.org/entity/Q379947,Philippe Quinault
http://www.wikidata.org/entity/Q380000,Yuri Olesha
http://www.wikidata.org/entity/Q380277,François Coppée
http://www.wikidata.org/entity/Q390560,İbrahim Şinasi
http://www.wikidata.org/entity/Q426305,Giovanni Maria Cecchi
http://www.wikidata.org/entity/Q427403,Manuel de Pedrolo
http://www.wikidata.org/entity/Q443868,Jon Fosse
http://www.wikidata.org/entity/Q447374,Carmen Boullosa
http://www.wikidata.org/entity/Q450199,William Davenant
http://www.wikidata.org/entity/Q464422,Marie-Catherine de Villedieu
http://www.wikidata.org/entity/Q370069,Józef Wybicki
http://www.wikidata.org/entity/Q381865,Ferenc Kazinczy
http://www.wikidata.org/entity/Q429440,Padraic Colum
http://www.wikidata.org/entity/Q444876,Paavo Haavikko
http://www.wikidata.org/entity/Q452272,Charlotte Delbo
http://www.wikidata.org/entity/Q461104,Jaroslav Vrchlický
http://www.wikidata.org/entity/Q469454,Beah Richards
http://www.wikidata.org/entity/Q503068,Andrej Sládkovič
http://www.wikidata.org/entity/Q368455,Yuri Tiniánov
http://www.wikidata.org/entity/Q379125,Kama Sywor Kamanda
http://www.wikidata.org/entity/Q447067,Marie Takvam
http://www.wikidata.org/entity/Q458658,Lord Dunsany
http://www.wikidata.org/entity/Q462271,Miron Białoszewski
http://www.wikidata.org/entity/Q470758,Colm Tóibín
http://www.wikidata.org/entity/Q498668,Andreas Kalvos
http://www.wikidata.org/entity/Q508663,Pavol Országh Hviezdoslav
http://www.wikidata.org/entity/Q482002,Roland Acsai
http://www.wikidata.org/entity/Q388069,Leopold Abaffy
http://www.wikidata.org/entity/Q488099,Anatoly Sofronov
http://www.wikidata.org/entity/Q4068824,Q4068824
http://www.wikidata.org/entity/Q4075708,Q4075708
http://www.wikidata.org/entity/Q4085139,Q4085139
http://www.wikidata.org/entity/Q4129532,Q4129532
http://www.wikidata.org/entity/Q4130900,Q4130900
http://www.wikidata.org/entity/Q4138593,Q4138593
http://www.wikidata.org/entity/Q4143698,Q4143698
http://www.wikidata.org/entity/Q4149271,Q4149271
http://www.wikidata.org/entity/Q4150966,Q4150966
http://www.wikidata.org/entity/Q4171907,Q4171907
http://www.wikidata.org/entity/Q4175426,Q4175426
http://www.wikidata.org/entity/Q4187459,Q4187459
http://www.wikidata.org/entity/Q4196352,Q4196352
http://www.wikidata.org/entity/Q4210726,Q4210726
http://www.wikidata.org/entity/Q4215824,Q4215824
http://www.wikidata.org/entity/Q4223724,Q4223724
http://www.wikidata.org/entity/Q4235649,Q4235649
http://www.wikidata.org/entity/Q4244319,Q4244319
http://www.wikidata.org/entity/Q4252387,Q4252387
http://www.wikidata.org/entity/Q4260729,Q4260729
http://www.wikidata.org/entity/Q4269459,Q4269459
http://www.wikidata.org/entity/Q4283723,Q4283723
http://www.wikidata.org/entity/Q4318539,Q4318539
http://www.wikidata.org/entity/Q4362177,Q4362177
http://www.wikidata.org/entity/Q4362484,Q4362484
http://www.wikidata.org/entity/Q4370154,Q4370154
http://www.wikidata.org/entity/Q4391344,Q4391344
http://www.wikidata.org/entity/Q4425116,Q4425116
http://www.wikidata.org/entity/Q4438910,Q4438910
http://www.wikidata.org/entity/Q4192228,Lidia Zinovieva-Annibal
http://www.wikidata.org/entity/Q4373254,János Garay
http://www.wikidata.org/entity/Q4078313,Anna Barkova
http://www.wikidata.org/entity/Q4224900,Aleksander Jakovljevič Knjažnin
http://www.wikidata.org/entity/Q4283422,Kristina Brenk
http://www.wikidata.org/entity/Q4361635,Vardges Petrosyan
http://www.wikidata.org/entity/Q4439957,Mykhailo Starytsky
http://www.wikidata.org/entity/Q4086534,Zainab Biisheva
http://www.wikidata.org/entity/Q4177305,Jiří Suchý
http://www.wikidata.org/entity/Q4290927,Ana Merino
http://www.wikidata.org/entity/Q4094267,Raisa Andreevna Borovikova
http://www.wikidata.org/entity/Q4149630,Isabella Grinevskaya
http://www.wikidata.org/entity/Q4160339,Radu Gyr
http://www.wikidata.org/entity/Q4261627,Lila Guerrero
http://www.wikidata.org/entity/Q4380407,Sophia L. Prokofiev
http://www.wikidata.org/entity/Q4394274,Rasul Rza
http://www.wikidata.org/entity/Q4079879,Vladlen E. Bakhnov
http://www.wikidata.org/entity/Q4152672,Viktor Gusev
http://www.wikidata.org/entity/Q4233445,Leonid Corneanu
http://www.wikidata.org/entity/Q4219729,Vitomil Zupan
http://www.wikidata.org/entity/Q4391014,Nigar Rafibeyli
http://www.wikidata.org/entity/Q4096903,Nadezhda Nikolaevna Bromley
http://www.wikidata.org/entity/Q4159911,Ilyas Zhansugurov
http://www.wikidata.org/entity/Q4309430,Boris A. Novak
http://www.wikidata.org/entity/Q4124014,Mijaíl Volojov
http://www.wikidata.org/entity/Q4211736,Francisco Camprodón
http://www.wikidata.org/entity/Q4254757,Boris Laskin
http://www.wikidata.org/entity/Q4355992,Leo Vroman
http://www.wikidata.org/entity/Q4190149,Adolf Seubert
http://www.wikidata.org/entity/Q4309083,Tatsyana Mushynskaya
http://www.wikidata.org/entity/Q4071869,Fanil Asyanov
http://www.wikidata.org/entity/Q4312085,Nazar Nadzhmi
http://www.wikidata.org/entity/Q4383941,Anton Purtseladze
http://www.wikidata.org/entity/Q4077925,Marika Baratashvili
http://www.wikidata.org/entity/Q4132885,Mikhail Galperin
http://www.wikidata.org/entity/Q4162680,Lyubomyr Dmyterko
http://www.wikidata.org/entity/Q4396693,Mark Rozovsky
http://www.wikidata.org/entity/Q4399235,Jaakko Rugojev
http://www.wikidata.org/entity/Q4073235,Tigran Hakhumyan
http://www.wikidata.org/entity/Q4072197,Angam Atnabayev
http://www.wikidata.org/entity/Q4421761,Konstantin Skvortsov
http://www.wikidata.org/entity/Q4086599,Sharif Bikkul
http://www.wikidata.org/entity/Q4076281,Aleksey Balakayev
http://www.wikidata.org/entity/Q4124024,Anri Volokhonsky
http://www.wikidata.org/entity/Q4188281,Arkady Zastyrets
http://www.wikidata.org/entity/Q4143880,Yakov Gordin
http://www.wikidata.org/entity/Q4298075,Vasily Mikhailovich Mikheev
http://www.wikidata.org/entity/Q4235683,Yakov Kostyukovskiy
http://www.wikidata.org/entity/Q4296339,Mirsaid Mirshakar
http://www.wikidata.org/entity/Q4415224,Zoya Semenduyeva
http://www.wikidata.org/entity/Q4104741,Larisa Vasilyeva
http://www.wikidata.org/entity/Q4141009,Ivan Gogolev
http://www.wikidata.org/entity/Q4157997,Nikolay Ilitsj Denisov
http://www.wikidata.org/entity/Q4320677,Nikolay Tevetkel
http://www.wikidata.org/entity/Q4086575,Bayezit Bikbay
http://www.wikidata.org/entity/Q4274860,Vasily Maykov
http://www.wikidata.org/entity/Q4234023,Vadim Korostylyov
http://www.wikidata.org/entity/Q4194122,Vladimir Zotov
http://www.wikidata.org/entity/Q4307733,Eugene Muraviov
http://www.wikidata.org/entity/Q4423723,Moris Slobodskoy
http://www.wikidata.org/entity/Q4147414,Pjotr Michaylovitsj Gradov
http://www.wikidata.org/entity/Q4331114,Eddie Semenovna Kagan
http://www.wikidata.org/entity/Q4149349,Nadezjda Adolfovna Grigoreva
http://www.wikidata.org/entity/Q4329774,Aleksandr Obraztsov
http://www.wikidata.org/entity/Q4119557,No'man Ashour
http://www.wikidata.org/entity/Q4250270,Aaron Kushnirov
http://www.wikidata.org/entity/Q4212382,Aleksandr Kanevsky
http://www.wikidata.org/entity/Q4241579,Nikolay Krol
http://www.wikidata.org/entity/Q4405588,Salavat Abuzarov
http://www.wikidata.org/entity/Q4245844,Leonid Kukso
http://www.wikidata.org/entity/Q4401696,Jurij Rybtschynskyj
http://www.wikidata.org/entity/Q1879464,Q1879464
http://www.wikidata.org/entity/Q1974864,Q1974864
http://www.wikidata.org/entity/Q2055077,Q2055077
http://www.wikidata.org/entity/Q2068392,Q2068392
http://www.wikidata.org/entity/Q1934220,Milan Ferko
http://www.wikidata.org/entity/Q1955997,Charles Coypeau de Assoucy
http://www.wikidata.org/entity/Q2058686,Paul Alexis
http://www.wikidata.org/entity/Q2063073,Mammed Said Ordubadi
http://www.wikidata.org/entity/Q2076131,León Felipe
http://www.wikidata.org/entity/Q2127253,Raghunath Murmu
http://www.wikidata.org/entity/Q2059452,Andrey Muravyov
http://www.wikidata.org/entity/Q2322318,René de Clercq
http://www.wikidata.org/entity/Q2333767,Dorothee Wong Loi Sing
http://www.wikidata.org/entity/Q2370454,Zéno Bianu
http://www.wikidata.org/entity/Q2022605,Stanisław Grochowiak
http://www.wikidata.org/entity/Q2034361,Mikhas Klimkovich
http://www.wikidata.org/entity/Q2049214,Jan Vos
http://www.wikidata.org/entity/Q2299168,Pieter Nuyts
http://www.wikidata.org/entity/Q2075170,Dinabandhu Mitra
http://www.wikidata.org/entity/Q2075562,Gurazada Apparao
http://www.wikidata.org/entity/Q2194106,Anton Novačan
http://www.wikidata.org/entity/Q2304207,Jan Jansz. Starter
http://www.wikidata.org/entity/Q2316970,Juliana de Lannoy
http://www.wikidata.org/entity/Q2339246,John Suckling
http://www.wikidata.org/entity/Q2355375,Menotti Del Picchia
http://www.wikidata.org/entity/Q1959117,Yevdokiya Rostopchina
http://www.wikidata.org/entity/Q1967240,Aaron Zeitlin
http://www.wikidata.org/entity/Q2005820,Alexandru Macedonski
http://www.wikidata.org/entity/Q2057711,Patrick Jones
http://www.wikidata.org/entity/Q2124012,Yevgueni Saburov
http://www.wikidata.org/entity/Q2158366,Robert Nichols
http://www.wikidata.org/entity/Q2281829,Amalia Guglielminetti
http://www.wikidata.org/entity/Q2250278,Felice Cavallotti
http://www.wikidata.org/entity/Q1885243,Lodewijk Dosfel
http://www.wikidata.org/entity/Q1965592,Sergei Sergeyev-Tsensky
http://www.wikidata.org/entity/Q1970213,Václav Kliment Klicpera
http://www.wikidata.org/entity/Q2029780,Sandro Shanshiashvili
http://www.wikidata.org/entity/Q2037077,Uno Laht
http://www.wikidata.org/entity/Q2056154,Radovan Ivšić
http://www.wikidata.org/entity/Q2079293,Peter Potemkine
http://www.wikidata.org/entity/Q2145838,Thomas d'Urfey
http://www.wikidata.org/entity/Q2306644,Modest Ilich Chaikovski
http://www.wikidata.org/entity/Q2344301,Gabriello Chiabrera
http://www.wikidata.org/entity/Q2370499,Armand-François Jouslin de la Salle
http://www.wikidata.org/entity/Q1876177,Luigi Groto
http://www.wikidata.org/entity/Q1893263,John Agard
http://www.wikidata.org/entity/Q1935543,Alexander Vvedensky
http://www.wikidata.org/entity/Q2171566,Nadezhda Teffi
http://www.wikidata.org/entity/Q2214998,Salomon Hermann Mosenthal
http://www.wikidata.org/entity/Q2238857,Adriaan van Dis
http://www.wikidata.org/entity/Q2351786,Joris Iven
http://www.wikidata.org/entity/Q2368365,Alesʹ Harun
http://www.wikidata.org/entity/Q2373032,Pierre Gringoire
http://www.wikidata.org/entity/Q1930316,Mijaíl Jeraskov
http://www.wikidata.org/entity/Q2026877,Edgar Cairo
http://www.wikidata.org/entity/Q2058102,Frans Depeuter
http://www.wikidata.org/entity/Q2066224,Théophile Marion Dumersan
http://www.wikidata.org/entity/Q2072051,Suleyman Rustam
http://www.wikidata.org/entity/Q2072175,Sergey Gorodetsky
http://www.wikidata.org/entity/Q2074110,Josef Julius Wecksell
http://www.wikidata.org/entity/Q2091540,Pierre Broodcoorens
http://www.wikidata.org/entity/Q2177923,Eugene Drenthe
http://www.wikidata.org/entity/Q2336804,Aimilios Veakis
http://www.wikidata.org/entity/Q2340976,Henri de Bornier
http://www.wikidata.org/entity/Q2353878,Eugène Savitzkaya
http://www.wikidata.org/entity/Q2361491,Theodore Rodenburg
http://www.wikidata.org/entity/Q1904799,G.G.T. Rustwijk
http://www.wikidata.org/entity/Q1924914,Aernout van Overbeke
http://www.wikidata.org/entity/Q2026168,Vladislav Ozerov
http://www.wikidata.org/entity/Q2162752,Napoleon Destanberg
http://www.wikidata.org/entity/Q2199229,Fernand Handtpoorter
http://www.wikidata.org/entity/Q2245720,Cielo d'Alcamo
http://www.wikidata.org/entity/Q2308970,Hans Plomp
http://www.wikidata.org/entity/Q1881542,Pjeroo Roobjee
http://www.wikidata.org/entity/Q1970232,Tom Lanoye
http://www.wikidata.org/entity/Q1974859,Émile Deschamps
http://www.wikidata.org/entity/Q1978646,Jarosław Marek Rymkiewicz
http://www.wikidata.org/entity/Q1986373,Nicolas-Étienne Framery
http://www.wikidata.org/entity/Q2018300,Antoine Dupré
http://www.wikidata.org/entity/Q2164506,Romain Weingarten
http://www.wikidata.org/entity/Q2165597,Thomas Lovell Beddoes
http://www.wikidata.org/entity/Q2255332,Cornelis Crul
http://www.wikidata.org/entity/Q2280680,Gerard Brandt
http://www.wikidata.org/entity/Q2305179,Richard Hathwaye
http://www.wikidata.org/entity/Q2355014,Étienne Aignan
http://www.wikidata.org/entity/Q2293405,Rini Shtiam
http://www.wikidata.org/entity/Q2016421,Johannes Hilman
http://www.wikidata.org/entity/Q2102077,Hippoliet Ledeganck
http://www.wikidata.org/entity/Q2314810,Orlando Emanuels
http://www.wikidata.org/entity/Q2201654,Emmanuel Looten
http://www.wikidata.org/entity/Q2013986,Hendrik Faydherbe
http://www.wikidata.org/entity/Q2339569,Abd al-Rahman al-Sharqawi
http://www.wikidata.org/entity/Q2119242,Jan Harmenszoon Krul
http://www.wikidata.org/entity/Q2288605,Guillaume Pool
http://www.wikidata.org/entity/Q1968235,Yuri Mamleev
http://www.wikidata.org/entity/Q2022882,Miran Jarc
http://www.wikidata.org/entity/Q2245780,Celestine Raalte
http://www.wikidata.org/entity/Q2109589,Rabin Baldewsingh
http://www.wikidata.org/entity/Q2311859,Cornelis Sweerts
http://www.wikidata.org/entity/Q2303706,Sosiphanes
http://www.wikidata.org/entity/Q5159199,Q5159199
http://www.wikidata.org/entity/Q5584475,Q5584475
http://www.wikidata.org/entity/Q5606683,Q5606683
http://www.wikidata.org/entity/Q5629029,Q5629029
http://www.wikidata.org/entity/Q5237031,David Madden
http://www.wikidata.org/entity/Q5955010,Q5955010
http://www.wikidata.org/entity/Q5959209,Q5959209
http://www.wikidata.org/entity/Q5960317,Q5960317
http://www.wikidata.org/entity/Q5964177,Q5964177
http://www.wikidata.org/entity/Q5273182,Dick McBride
http://www.wikidata.org/entity/Q5536162,George Alexander Stevens
http://www.wikidata.org/entity/Q5665780,Harrison Owen
http://www.wikidata.org/entity/Q5673664,Pedro Rosete
http://www.wikidata.org/entity/Q5698710,Antonio Joaquín Afán de Ribera
http://www.wikidata.org/entity/Q5714233,Hengameh Mofid
http://www.wikidata.org/entity/Q5724062,Henry Jones
http://www.wikidata.org/entity/Q5833795,Enrique Segovia Rocaberti
http://www.wikidata.org/entity/Q5857642,Federico González
http://www.wikidata.org/entity/Q5983273,Luis Enrique Gutiérrez Ortiz Monasterio
http://www.wikidata.org/entity/Q6010925,Mercedes Pinto
http://www.wikidata.org/entity/Q5132870,Clifford Bax
http://www.wikidata.org/entity/Q5362284,Elizabeth Alexander
http://www.wikidata.org/entity/Q5379739,Enrique Laguerre
http://www.wikidata.org/entity/Q5483722,Francisco Morales Lomas
http://www.wikidata.org/entity/Q5623190,Astrid Roemer
http://www.wikidata.org/entity/Q6002581,Martín Coronado
http://www.wikidata.org/entity/Q5950324,Zhang Jianhong
http://www.wikidata.org/entity/Q5982347,Ian McMillan
http://www.wikidata.org/entity/Q5277530,Dimitrie Bolintineanu
http://www.wikidata.org/entity/Q5756306,Laxminath Bezbarua
http://www.wikidata.org/entity/Q5812837,Domingo María Ripoll
http://www.wikidata.org/entity/Q5840290,Mercedes de Velilla
http://www.wikidata.org/entity/Q5883906,Gracia Morales
http://www.wikidata.org/entity/Q5885525,Gregorio Romero de Larrañaga
http://www.wikidata.org/entity/Q5924133,Jacinto Alonso Maluenda
http://www.wikidata.org/entity/Q6069068,Pedro Górriz
http://www.wikidata.org/entity/Q5664711,Luis de Miranda de Villafaña
http://www.wikidata.org/entity/Q5290997,Dominika Dery
http://www.wikidata.org/entity/Q5313347,Dulcie Deamer
http://www.wikidata.org/entity/Q5386107,Eric Beach
http://www.wikidata.org/entity/Q5415056,Eva Gore-Booth
http://www.wikidata.org/entity/Q5423943,F. L. Lucas
http://www.wikidata.org/entity/Q5515725,Gabriel Lobo Lasso de la Vega
http://www.wikidata.org/entity/Q5580374,Luis Benjamín Cisneros
http://www.wikidata.org/entity/Q5698130,Antonio César Morón
http://www.wikidata.org/entity/Q5813727,Gloria Alcorta
http://www.wikidata.org/entity/Q5865874,Francisco González Elipe
http://www.wikidata.org/entity/Q5992428,Ignacio Rodríguez Galván
http://www.wikidata.org/entity/Q5362712,Elizabeth Egerton
http://www.wikidata.org/entity/Q5638801,Hagop Oshagan
http://www.wikidata.org/entity/Q5666636,Alfonsa de la Torre
http://www.wikidata.org/entity/Q5770246,Ciro Mendía
http://www.wikidata.org/entity/Q5806799,Charles-Henry Hirsch
http://www.wikidata.org/entity/Q5924161,Jacinto Esteban Suárez
http://www.wikidata.org/entity/Q5936356,Jorgelina Cerritos
http://www.wikidata.org/entity/Q6035606,Máximo Avilés Blonda
http://www.wikidata.org/entity/Q5358960,Elena Alexieva
http://www.wikidata.org/entity/Q5557614,Reyer Anslo
http://www.wikidata.org/entity/Q5581497,Federico Blume y Corbacho
http://www.wikidata.org/entity/Q5648431,Mario Halley Mora
http://www.wikidata.org/entity/Q5660611,Agustín Del Rosario
http://www.wikidata.org/entity/Q5693984,Ana Caro de Mallén
http://www.wikidata.org/entity/Q5920544,Isaac Aboab
http://www.wikidata.org/entity/Q5937298,José Abreu Felippe
http://www.wikidata.org/entity/Q5973458,Leopoldo López de Saá
http://www.wikidata.org/entity/Q5983467,Luis Fernández de Sevilla
http://www.wikidata.org/entity/Q5353211,Elaine Feinstein
http://www.wikidata.org/entity/Q5953290,Juan de Mal Lara
http://www.wikidata.org/entity/Q5971736,Pascoal Carlos Magno
http://www.wikidata.org/entity/Q5216920,Daniel David Moses
http://www.wikidata.org/entity/Q5248308,Deborah Levy
http://www.wikidata.org/entity/Q5271470,Diane Glancy
http://www.wikidata.org/entity/Q5407844,Thea Doelwijt
http://www.wikidata.org/entity/Q5444625,Fernando Cagigal
http://www.wikidata.org/entity/Q5860273,Fernando Soto Aparicio
http://www.wikidata.org/entity/Q5920835,Isabel Prieto de Landázuri
http://www.wikidata.org/entity/Q5928654,Jean Camp
http://www.wikidata.org/entity/Q5963554,Mansour Koushan
http://www.wikidata.org/entity/Q5983453,Luis Fernández Ardavín
http://www.wikidata.org/entity/Q5322172,Ernest Charles Temple Thurston
http://www.wikidata.org/entity/Q5565527,Barantsevich
http://www.wikidata.org/entity/Q5312616,Pieter Pijpers
http://www.wikidata.org/entity/Q5509405,Funso Aiyejina
http://www.wikidata.org/entity/Q5314279,Duncan Bush
http://www.wikidata.org/entity/Q5367422,Elsa Martinez Coscolluela
http://www.wikidata.org/entity/Q5396033,Ervin Fritz
http://www.wikidata.org/entity/Q5345469,Edward Storey
http://www.wikidata.org/entity/Q5389664,Erkin Vohidov
http://www.wikidata.org/entity/Q5104036,Lojze Zupanc
http://www.wikidata.org/entity/Q5231711,David Brendan Hopes
http://www.wikidata.org/entity/Q5620020,Gurgen Boryan
http://www.wikidata.org/entity/Q5657861,Harish Chandra Mitra
http://www.wikidata.org/entity/Q5956721,Bahman Forsi
http://www.wikidata.org/entity/Q5371634,Emilia Aylmer Blake
http://www.wikidata.org/entity/Q5947020,Fereydoun Salahi
http://www.wikidata.org/entity/Q5681084,Shahrzad
http://www.wikidata.org/entity/Q5996190,Muhammad Abd-al Muttalib
http://www.wikidata.org/entity/Q5964170,Zabih Behrouz
http://www.wikidata.org/entity/Q5993771,Igor Torkar
http://www.wikidata.org/entity/Q6055629,Salih Zeki Aktay
http://www.wikidata.org/entity/Q4445448,Q4445448
http://www.wikidata.org/entity/Q4450807,Q4450807
http://www.wikidata.org/entity/Q4464528,Q4464528
http://www.wikidata.org/entity/Q4477634,Q4477634
http://www.wikidata.org/entity/Q4483899,Q4483899
http://www.wikidata.org/entity/Q4492283,Q4492283
http://www.wikidata.org/entity/Q4493909,Q4493909
http://www.wikidata.org/entity/Q4502318,Q4502318
http://www.wikidata.org/entity/Q4511892,Q4511892
http://www.wikidata.org/entity/Q4532661,Q4532661
http://www.wikidata.org/entity/Q4534395,Q4534395
http://www.wikidata.org/entity/Q4539693,Q4539693
http://www.wikidata.org/entity/Q4556187,Q4556187
http://www.wikidata.org/entity/Q4833309,Q4833309
http://www.wikidata.org/entity/Q4462929,José Triana
http://www.wikidata.org/entity/Q4484168,Stephen Phillips
http://www.wikidata.org/entity/Q4992658,Fredrik August Dahlgren
http://www.wikidata.org/entity/Q5071377,Taqi Rafat
http://www.wikidata.org/entity/Q5092607,Cherubina de Gabriak
http://www.wikidata.org/entity/Q4532079,Yuri Entin
http://www.wikidata.org/entity/Q4647163,A.F. Cross
http://www.wikidata.org/entity/Q4859466,Barbarina Dacre
http://www.wikidata.org/entity/Q4585247,Bengt Anderberg
http://www.wikidata.org/entity/Q4720040,Alexander Scott
http://www.wikidata.org/entity/Q4537853,Ragida Yanbulatova
http://www.wikidata.org/entity/Q4669536,Abrigael Bohórquez
http://www.wikidata.org/entity/Q4901737,Bhim Nidhi Tiwari
http://www.wikidata.org/entity/Q4532478,Olga Scheinpflugová
http://www.wikidata.org/entity/Q4556068,Dorothea Celesia
http://www.wikidata.org/entity/Q4766761,Ann Yearsley
http://www.wikidata.org/entity/Q4974614,Kazimierz Gliński
http://www.wikidata.org/entity/Q4980736,Ingela Strandberg
http://www.wikidata.org/entity/Q4483027,Manuel Fernández y González
http://www.wikidata.org/entity/Q4668194,Abo El Seoud El Ebiary
http://www.wikidata.org/entity/Q4798423,Arthur Davison Ficke
http://www.wikidata.org/entity/Q4822234,Aurelian Townshend
http://www.wikidata.org/entity/Q4992736,Carl Wilhelm Böttiger
http://www.wikidata.org/entity/Q4502458,Aydar Khusainov
http://www.wikidata.org/entity/Q4442904,Lyubov Stolitsa
http://www.wikidata.org/entity/Q4495919,Anastasija Romanovna Haritonova
http://www.wikidata.org/entity/Q4873102,Eddy Bruma
http://www.wikidata.org/entity/Q4804902,Ashesh Malla
http://www.wikidata.org/entity/Q4500503,Vladimir Khokhlev
http://www.wikidata.org/entity/Q5085934,Charlotte Fielden
http://www.wikidata.org/entity/Q4895916,Juan Crisostomo Soto
http://www.wikidata.org/entity/Q4693129,Agnes Walsh
http://www.wikidata.org/entity/Q4470258,Uygʻun
http://www.wikidata.org/entity/Q4521076,Gazim Shafikov
http://www.wikidata.org/entity/Q4747519,Amon Liner
http://www.wikidata.org/entity/Q4458559,Vladimir Georgievich Tikhomirov
http://www.wikidata.org/entity/Q4981332,Liubov Zabashta
