"s","viafid"
"http://datos.bne.es/resource/XX828463","http://viaf.org/viaf/87627427"
"http://datos.bne.es/resource/XX828464","http://viaf.org/viaf/107010338"
"http://datos.bne.es/resource/XX828484","http://viaf.org/viaf/87627462"
"http://datos.bne.es/resource/XX828486","http://viaf.org/viaf/1874862"
"http://datos.bne.es/resource/XX828495","http://viaf.org/viaf/28785481"
"http://datos.bne.es/resource/XX828499","http://viaf.org/viaf/71478089"
"http://datos.bne.es/resource/XX828502","http://viaf.org/viaf/38918639"
"http://datos.bne.es/resource/XX828526","http://viaf.org/viaf/87627560"
"http://datos.bne.es/resource/XX828530","http://viaf.org/viaf/87627573"
"http://datos.bne.es/resource/XX828540","http://viaf.org/viaf/87627600"
"http://datos.bne.es/resource/XX828543","http://viaf.org/viaf/17343962"
"http://datos.bne.es/resource/XX828551","http://viaf.org/viaf/50491050"
"http://datos.bne.es/resource/XX828556","http://viaf.org/viaf/87627637"
"http://datos.bne.es/resource/XX828570","http://viaf.org/viaf/26340437"
"http://datos.bne.es/resource/XX828577","http://viaf.org/viaf/36193930"
"http://datos.bne.es/resource/XX828578","http://viaf.org/viaf/87627692"
"http://datos.bne.es/resource/XX828581","http://viaf.org/viaf/71523388"
"http://datos.bne.es/resource/XX828582","http://viaf.org/viaf/18542617"
"http://datos.bne.es/resource/XX828594","http://viaf.org/viaf/87627732"
"http://datos.bne.es/resource/XX828595","http://viaf.org/viaf/109546750"
"http://datos.bne.es/resource/XX828599","http://viaf.org/viaf/87627750"
"http://datos.bne.es/resource/XX828606","http://viaf.org/viaf/87627778"
"http://datos.bne.es/resource/XX828611","http://viaf.org/viaf/87627797"
"http://datos.bne.es/resource/XX828613","http://viaf.org/viaf/87627807"
"http://datos.bne.es/resource/XX828617","http://viaf.org/viaf/6687093"
"http://datos.bne.es/resource/XX828619","http://viaf.org/viaf/87627824"
"http://datos.bne.es/resource/XX828638","http://viaf.org/viaf/87627876"
"http://datos.bne.es/resource/XX828641","http://viaf.org/viaf/87627895"
"http://datos.bne.es/resource/XX828657","http://viaf.org/viaf/51868066"
"http://datos.bne.es/resource/XX828663","http://viaf.org/viaf/230668727"
"http://datos.bne.es/resource/XX828668","http://viaf.org/viaf/87627914"
"http://datos.bne.es/resource/XX828669","http://viaf.org/viaf/267898870"
"http://datos.bne.es/resource/XX828670","http://viaf.org/viaf/36971148"
"http://datos.bne.es/resource/XX828671","http://viaf.org/viaf/87627933"
"http://datos.bne.es/resource/XX828677","http://viaf.org/viaf/87627951"
"http://datos.bne.es/resource/XX828680","http://viaf.org/viaf/87627967"
"http://datos.bne.es/resource/XX828690","http://viaf.org/viaf/87627979"
"http://datos.bne.es/resource/XX828692","http://viaf.org/viaf/35781682"
"http://datos.bne.es/resource/XX828693","http://viaf.org/viaf/87627980"
"http://datos.bne.es/resource/XX828706","http://viaf.org/viaf/100951217"
"http://datos.bne.es/resource/XX828710","http://viaf.org/viaf/87628047"
"http://datos.bne.es/resource/XX828714","http://viaf.org/viaf/5260769"
"http://datos.bne.es/resource/XX828715","http://viaf.org/viaf/48947927"
"http://datos.bne.es/resource/XX828721","http://viaf.org/viaf/87628075"
"http://datos.bne.es/resource/XX828724","http://viaf.org/viaf/169872548"
"http://datos.bne.es/resource/XX828732","http://viaf.org/viaf/12497440"
"http://datos.bne.es/resource/XX828751","http://viaf.org/viaf/87628150"
"http://datos.bne.es/resource/XX828752","http://viaf.org/viaf/87628166"
"http://datos.bne.es/resource/XX828762","http://viaf.org/viaf/64225063"
"http://datos.bne.es/resource/XX828763","http://viaf.org/viaf/107010386"
"http://datos.bne.es/resource/XX828771","http://viaf.org/viaf/87628204"
"http://datos.bne.es/resource/XX828782","http://viaf.org/viaf/107581696"
"http://datos.bne.es/resource/XX828783","http://viaf.org/viaf/87628227"
"http://datos.bne.es/resource/XX828790","http://viaf.org/viaf/11575685"
"http://datos.bne.es/resource/XX828803","http://viaf.org/viaf/206675400"
"http://datos.bne.es/resource/XX828804","http://viaf.org/viaf/87628270"
"http://datos.bne.es/resource/XX828806","http://viaf.org/viaf/63955970"
"http://datos.bne.es/resource/XX828808","http://viaf.org/viaf/87628289"
"http://datos.bne.es/resource/XX828810","http://viaf.org/viaf/87628301"
"http://datos.bne.es/resource/XX828815","http://viaf.org/viaf/107010408"
"http://datos.bne.es/resource/XX828817","http://viaf.org/viaf/255657721"
"http://datos.bne.es/resource/XX828818","http://viaf.org/viaf/87628338"
"http://datos.bne.es/resource/XX828826","http://viaf.org/viaf/2497214"
"http://datos.bne.es/resource/XX828833","http://viaf.org/viaf/305858812"
"http://datos.bne.es/resource/XX828835","http://viaf.org/viaf/24847197"
"http://datos.bne.es/resource/XX828843","http://viaf.org/viaf/87628408"
"http://datos.bne.es/resource/XX828851","http://viaf.org/viaf/3730620"
"http://datos.bne.es/resource/XX828853","http://viaf.org/viaf/107010412"
"http://datos.bne.es/resource/XX828862","http://viaf.org/viaf/87628412"
"http://datos.bne.es/resource/XX828872","http://viaf.org/viaf/87628454"
"http://datos.bne.es/resource/XX828873","http://viaf.org/viaf/10157625"
"http://datos.bne.es/resource/XX828880","http://viaf.org/viaf/24185215"
"http://datos.bne.es/resource/XX828883","http://viaf.org/viaf/27280997"
"http://datos.bne.es/resource/XX828888","http://viaf.org/viaf/87628483"
"http://datos.bne.es/resource/XX828891","http://viaf.org/viaf/54273450"
"http://datos.bne.es/resource/XX828892","http://viaf.org/viaf/87628496"
"http://datos.bne.es/resource/XX828896","http://viaf.org/viaf/87628522"
"http://datos.bne.es/resource/XX828908","http://viaf.org/viaf/87628567"
"http://datos.bne.es/resource/XX828909","http://viaf.org/viaf/79102742"
"http://datos.bne.es/resource/XX828920","http://viaf.org/viaf/51865285"
"http://datos.bne.es/resource/XX828923","http://viaf.org/viaf/41121506"
"http://datos.bne.es/resource/XX828936","http://viaf.org/viaf/87628648"
"http://datos.bne.es/resource/XX828938","http://viaf.org/viaf/91801942"
"http://datos.bne.es/resource/XX828939","http://viaf.org/viaf/87628653"
"http://datos.bne.es/resource/XX828940","http://viaf.org/viaf/24724313"
"http://datos.bne.es/resource/XX828944","http://viaf.org/viaf/75159194"
"http://datos.bne.es/resource/XX828972","http://viaf.org/viaf/87628735"
"http://datos.bne.es/resource/XX828975","http://viaf.org/viaf/6430037"
"http://datos.bne.es/resource/XX828986","http://viaf.org/viaf/87628800"
"http://datos.bne.es/resource/XX828989","http://viaf.org/viaf/87628816"
"http://datos.bne.es/resource/XX828990","http://viaf.org/viaf/75918356"
"http://datos.bne.es/resource/XX828993","http://viaf.org/viaf/109311576"
"http://datos.bne.es/resource/XX828997","http://viaf.org/viaf/87628859"
"http://datos.bne.es/resource/XX828998","http://viaf.org/viaf/87628863"
"http://datos.bne.es/resource/XX829000","http://viaf.org/viaf/27070045"
"http://datos.bne.es/resource/XX829005","http://viaf.org/viaf/7182265"
"http://datos.bne.es/resource/XX829016","http://viaf.org/viaf/118862822"
"http://datos.bne.es/resource/XX829019","http://viaf.org/viaf/87628941"
"http://datos.bne.es/resource/XX829024","http://viaf.org/viaf/87628973"
"http://datos.bne.es/resource/XX829028","http://viaf.org/viaf/34748563"
"http://datos.bne.es/resource/XX829047","http://viaf.org/viaf/87629042"
"http://datos.bne.es/resource/XX829049","http://viaf.org/viaf/29584269"
"http://datos.bne.es/resource/XX829052","http://viaf.org/viaf/23455383"
"http://datos.bne.es/resource/XX829054","http://viaf.org/viaf/93778381"
"http://datos.bne.es/resource/XX829063","http://viaf.org/viaf/87629074"
"http://datos.bne.es/resource/XX829076","http://viaf.org/viaf/17222447"
"http://datos.bne.es/resource/XX829085","http://viaf.org/viaf/87629159"
"http://datos.bne.es/resource/XX829089","http://viaf.org/viaf/57896361"
"http://datos.bne.es/resource/XX829092","http://viaf.org/viaf/112224004"
"http://datos.bne.es/resource/XX829093","http://viaf.org/viaf/87629171"
"http://datos.bne.es/resource/XX829097","http://viaf.org/viaf/24289696"
"http://datos.bne.es/resource/XX829100","http://viaf.org/viaf/87629192"
"http://datos.bne.es/resource/XX829105","http://viaf.org/viaf/85235393"
"http://datos.bne.es/resource/XX829107","http://viaf.org/viaf/40678407"
"http://datos.bne.es/resource/XX829135","http://viaf.org/viaf/87629320"
"http://datos.bne.es/resource/XX829136","http://viaf.org/viaf/87629331"
"http://datos.bne.es/resource/XX829137","http://viaf.org/viaf/59122682"
"http://datos.bne.es/resource/XX829141","http://viaf.org/viaf/17261914"
"http://datos.bne.es/resource/XX829146","http://viaf.org/viaf/87629365"
"http://datos.bne.es/resource/XX829147","http://viaf.org/viaf/87629377"
"http://datos.bne.es/resource/XX829148","http://viaf.org/viaf/87629383"
"http://datos.bne.es/resource/XX829151","http://viaf.org/viaf/87629401"
"http://datos.bne.es/resource/XX829159","http://viaf.org/viaf/42024810"
"http://datos.bne.es/resource/XX829165","http://viaf.org/viaf/4773919"
"http://datos.bne.es/resource/XX829172","http://viaf.org/viaf/4127456"
"http://datos.bne.es/resource/XX829180","http://viaf.org/viaf/18527102"
"http://datos.bne.es/resource/XX829184","http://viaf.org/viaf/87629515"
"http://datos.bne.es/resource/XX829187","http://viaf.org/viaf/87629527"
"http://datos.bne.es/resource/XX829188","http://viaf.org/viaf/6657285"
"http://datos.bne.es/resource/XX829189","http://viaf.org/viaf/59077164"
"http://datos.bne.es/resource/XX829193","http://viaf.org/viaf/58435101"
"http://datos.bne.es/resource/XX829198","http://viaf.org/viaf/87629589"
"http://datos.bne.es/resource/XX829202","http://viaf.org/viaf/26701182"
"http://datos.bne.es/resource/XX829212","http://viaf.org/viaf/87629639"
"http://datos.bne.es/resource/XX829213","http://viaf.org/viaf/12119391"
"http://datos.bne.es/resource/XX829214","http://viaf.org/viaf/87629656"
"http://datos.bne.es/resource/XX829217","http://viaf.org/viaf/7530045"
"http://datos.bne.es/resource/XX829226","http://viaf.org/viaf/87629694"
"http://datos.bne.es/resource/XX829229","http://viaf.org/viaf/107581727"
"http://datos.bne.es/resource/XX829243","http://viaf.org/viaf/28489711"
"http://datos.bne.es/resource/XX829257","http://viaf.org/viaf/87629775"
"http://datos.bne.es/resource/XX829261","http://viaf.org/viaf/87629799"
"http://datos.bne.es/resource/XX829263","http://viaf.org/viaf/87629813"
"http://datos.bne.es/resource/XX829283","http://viaf.org/viaf/87629866"
"http://datos.bne.es/resource/XX829290","http://viaf.org/viaf/28360503"
"http://datos.bne.es/resource/XX829296","http://viaf.org/viaf/121698732"
"http://datos.bne.es/resource/XX829302","http://viaf.org/viaf/31346312"
"http://datos.bne.es/resource/XX829304","http://viaf.org/viaf/87629884"
"http://datos.bne.es/resource/XX829305","http://viaf.org/viaf/87629897"
"http://datos.bne.es/resource/XX829322","http://viaf.org/viaf/87629930"
"http://datos.bne.es/resource/XX829325","http://viaf.org/viaf/87629948"
"http://datos.bne.es/resource/XX829327","http://viaf.org/viaf/87629953"
"http://datos.bne.es/resource/XX829343","http://viaf.org/viaf/24652138"
"http://datos.bne.es/resource/XX829345","http://viaf.org/viaf/87630008"
"http://datos.bne.es/resource/XX829361","http://viaf.org/viaf/24725995"
"http://datos.bne.es/resource/XX829367","http://viaf.org/viaf/14587583"
"http://datos.bne.es/resource/XX829369","http://viaf.org/viaf/45671162"
"http://datos.bne.es/resource/XX829376","http://viaf.org/viaf/10022397"
"http://datos.bne.es/resource/XX829378","http://viaf.org/viaf/87630083"
"http://datos.bne.es/resource/XX829388","http://viaf.org/viaf/87630110"
"http://datos.bne.es/resource/XX829389","http://viaf.org/viaf/76315329"
"http://datos.bne.es/resource/XX829398","http://viaf.org/viaf/50412470"
"http://datos.bne.es/resource/XX829412","http://viaf.org/viaf/87630199"
"http://datos.bne.es/resource/XX829418","http://viaf.org/viaf/169467632"
"http://datos.bne.es/resource/XX829421","http://viaf.org/viaf/87630238"
"http://datos.bne.es/resource/XX829441","http://viaf.org/viaf/30821188"
"http://datos.bne.es/resource/XX829443","http://viaf.org/viaf/87630326"
"http://datos.bne.es/resource/XX829447","http://viaf.org/viaf/91671286"
"http://datos.bne.es/resource/XX829460","http://viaf.org/viaf/87630342"
"http://datos.bne.es/resource/XX829461","http://viaf.org/viaf/87630357"
"http://datos.bne.es/resource/XX829462","http://viaf.org/viaf/25804015"
"http://datos.bne.es/resource/XX829463","http://viaf.org/viaf/87630361"
"http://datos.bne.es/resource/XX829466","http://viaf.org/viaf/35604653"
"http://datos.bne.es/resource/XX829471","http://viaf.org/viaf/87630414"
"http://datos.bne.es/resource/XX829472","http://viaf.org/viaf/54221719"
"http://datos.bne.es/resource/XX829474","http://viaf.org/viaf/87630422"
"http://datos.bne.es/resource/XX829478","http://viaf.org/viaf/87630451"
"http://datos.bne.es/resource/XX829489","http://viaf.org/viaf/57228069"
"http://datos.bne.es/resource/XX829494","http://viaf.org/viaf/87630498"
"http://datos.bne.es/resource/XX829505","http://viaf.org/viaf/87630524"
"http://datos.bne.es/resource/XX829509","http://viaf.org/viaf/100991941"
"http://datos.bne.es/resource/XX829515","http://viaf.org/viaf/73890002"
"http://datos.bne.es/resource/XX829520","http://viaf.org/viaf/87630582"
"http://datos.bne.es/resource/XX829525","http://viaf.org/viaf/73786566"
"http://datos.bne.es/resource/XX829526","http://viaf.org/viaf/169637632"
"http://datos.bne.es/resource/XX829531","http://viaf.org/viaf/54216548"
"http://datos.bne.es/resource/XX829533","http://viaf.org/viaf/87630632"
"http://datos.bne.es/resource/XX829542","http://viaf.org/viaf/54323184"
"http://datos.bne.es/resource/XX829545","http://viaf.org/viaf/78396379"
"http://datos.bne.es/resource/XX829546","http://viaf.org/viaf/87630684"
"http://datos.bne.es/resource/XX829551","http://viaf.org/viaf/87630697"
"http://datos.bne.es/resource/XX829558","http://viaf.org/viaf/68837041"
"http://datos.bne.es/resource/XX829559","http://viaf.org/viaf/14471548"
"http://datos.bne.es/resource/XX829571","http://viaf.org/viaf/59155811"
"http://datos.bne.es/resource/XX829580","http://viaf.org/viaf/9996493"
"http://datos.bne.es/resource/XX829584","http://viaf.org/viaf/87630792"
"http://datos.bne.es/resource/XX829587","http://viaf.org/viaf/87630825"
"http://datos.bne.es/resource/XX829597","http://viaf.org/viaf/43476221"
"http://datos.bne.es/resource/XX829610","http://viaf.org/viaf/76427699"
"http://datos.bne.es/resource/XX829624","http://viaf.org/viaf/14867161"
"http://datos.bne.es/resource/XX829634","http://viaf.org/viaf/87631048"
"http://datos.bne.es/resource/XX829635","http://viaf.org/viaf/1657357"
"http://datos.bne.es/resource/XX829649","http://viaf.org/viaf/87631095"
"http://datos.bne.es/resource/XX829662","http://viaf.org/viaf/87631133"
"http://datos.bne.es/resource/XX829664","http://viaf.org/viaf/87631151"
"http://datos.bne.es/resource/XX829665","http://viaf.org/viaf/87631167"
"http://datos.bne.es/resource/XX829671","http://viaf.org/viaf/62765556"
"http://datos.bne.es/resource/XX829672","http://viaf.org/viaf/307164462"
"http://datos.bne.es/resource/XX829673","http://viaf.org/viaf/14791170"
"http://datos.bne.es/resource/XX829677","http://viaf.org/viaf/75190982"
"http://datos.bne.es/resource/XX829678","http://viaf.org/viaf/87631228"
"http://datos.bne.es/resource/XX829685","http://viaf.org/viaf/25406972"
"http://datos.bne.es/resource/XX824258","http://viaf.org/viaf/12472574"
"http://datos.bne.es/resource/XX824262","http://viaf.org/viaf/87615500"
"http://datos.bne.es/resource/XX824273","http://viaf.org/viaf/87615537"
"http://datos.bne.es/resource/XX824277","http://viaf.org/viaf/87615559"
"http://datos.bne.es/resource/XX824280","http://viaf.org/viaf/87615571"
"http://datos.bne.es/resource/XX824293","http://viaf.org/viaf/2514434"
"http://datos.bne.es/resource/XX824297","http://viaf.org/viaf/87615603"
"http://datos.bne.es/resource/XX824302","http://viaf.org/viaf/87615626"
"http://datos.bne.es/resource/XX824304","http://viaf.org/viaf/29596082"
"http://datos.bne.es/resource/XX824306","http://viaf.org/viaf/29540435"
"http://datos.bne.es/resource/XX824308","http://viaf.org/viaf/21286949"
"http://datos.bne.es/resource/XX824320","http://viaf.org/viaf/87615688"
"http://datos.bne.es/resource/XX824321","http://viaf.org/viaf/87615690"
"http://datos.bne.es/resource/XX824326","http://viaf.org/viaf/112230822"
"http://datos.bne.es/resource/XX824336","http://viaf.org/viaf/143729317"
"http://datos.bne.es/resource/XX824341","http://viaf.org/viaf/305116486"
"http://datos.bne.es/resource/XX824343","http://viaf.org/viaf/10164895"
"http://datos.bne.es/resource/XX824344","http://viaf.org/viaf/124985124"
"http://datos.bne.es/resource/XX824346","http://viaf.org/viaf/91676401"
"http://datos.bne.es/resource/XX824352","http://viaf.org/viaf/87615776"
"http://datos.bne.es/resource/XX824364","http://viaf.org/viaf/87615833"
"http://datos.bne.es/resource/XX824371","http://viaf.org/viaf/87615851"
"http://datos.bne.es/resource/XX824372","http://viaf.org/viaf/23619104"
"http://datos.bne.es/resource/XX824377","http://viaf.org/viaf/87615879"
"http://datos.bne.es/resource/XX824387","http://viaf.org/viaf/107010034"
"http://datos.bne.es/resource/XX824393","http://viaf.org/viaf/23612465"
"http://datos.bne.es/resource/XX824396","http://viaf.org/viaf/100262905"
"http://datos.bne.es/resource/XX824407","http://viaf.org/viaf/171591028"
"http://datos.bne.es/resource/XX824412","http://viaf.org/viaf/169872524"
"http://datos.bne.es/resource/XX824443","http://viaf.org/viaf/87616003"
"http://datos.bne.es/resource/XX824507","http://viaf.org/viaf/4995492"
"http://datos.bne.es/resource/XX824509","http://viaf.org/viaf/78640379"
"http://datos.bne.es/resource/XX824511","http://viaf.org/viaf/45781260"
"http://datos.bne.es/resource/XX824514","http://viaf.org/viaf/87616137"
"http://datos.bne.es/resource/XX824524","http://viaf.org/viaf/1255874"
"http://datos.bne.es/resource/XX824527","http://viaf.org/viaf/87616159"
"http://datos.bne.es/resource/XX824529","http://viaf.org/viaf/14104903"
"http://datos.bne.es/resource/XX824539","http://viaf.org/viaf/87616192"
"http://datos.bne.es/resource/XX824541","http://viaf.org/viaf/20503471"
"http://datos.bne.es/resource/XX824551","http://viaf.org/viaf/64366025"
"http://datos.bne.es/resource/XX824560","http://viaf.org/viaf/102368695"
"http://datos.bne.es/resource/XX824564","http://viaf.org/viaf/87616251"
"http://datos.bne.es/resource/XX824567","http://viaf.org/viaf/32058513"
"http://datos.bne.es/resource/XX824572","http://viaf.org/viaf/1718106"
"http://datos.bne.es/resource/XX824581","http://viaf.org/viaf/75491112"
"http://datos.bne.es/resource/XX824594","http://viaf.org/viaf/87616308"
"http://datos.bne.es/resource/XX824607","http://viaf.org/viaf/87616365"
"http://datos.bne.es/resource/XX824608","http://viaf.org/viaf/87616377"
"http://datos.bne.es/resource/XX824611","http://viaf.org/viaf/87616383"
"http://datos.bne.es/resource/XX824612","http://viaf.org/viaf/79269359"
"http://datos.bne.es/resource/XX824613","http://viaf.org/viaf/87616396"
"http://datos.bne.es/resource/XX824616","http://viaf.org/viaf/87616429"
"http://datos.bne.es/resource/XX824617","http://viaf.org/viaf/87616438"
"http://datos.bne.es/resource/XX824620","http://viaf.org/viaf/10029147"
"http://datos.bne.es/resource/XX824632","http://viaf.org/viaf/2602970"
"http://datos.bne.es/resource/XX824639","http://viaf.org/viaf/65493263"
"http://datos.bne.es/resource/XX824678","http://viaf.org/viaf/87616570"
"http://datos.bne.es/resource/XX824688","http://viaf.org/viaf/59197715"
"http://datos.bne.es/resource/XX824690","http://viaf.org/viaf/87616639"
"http://datos.bne.es/resource/XX824692","http://viaf.org/viaf/87616641"
"http://datos.bne.es/resource/XX824699","http://viaf.org/viaf/11599933"
"http://datos.bne.es/resource/XX824703","http://viaf.org/viaf/87616673"
"http://datos.bne.es/resource/XX824708","http://viaf.org/viaf/1786060"
"http://datos.bne.es/resource/XX824713","http://viaf.org/viaf/87616710"
"http://datos.bne.es/resource/XX824714","http://viaf.org/viaf/87616723"
"http://datos.bne.es/resource/XX824718","http://viaf.org/viaf/8659555"
"http://datos.bne.es/resource/XX824724","http://viaf.org/viaf/263317511"
"http://datos.bne.es/resource/XX824730","http://viaf.org/viaf/87616799"
"http://datos.bne.es/resource/XX824733","http://viaf.org/viaf/102316456"
"http://datos.bne.es/resource/XX824735","http://viaf.org/viaf/87616813"
"http://datos.bne.es/resource/XX824736","http://viaf.org/viaf/87616821"
"http://datos.bne.es/resource/XX824746","http://viaf.org/viaf/68860022"
"http://datos.bne.es/resource/XX824753","http://viaf.org/viaf/87616850"
"http://datos.bne.es/resource/XX824755","http://viaf.org/viaf/59416744"
"http://datos.bne.es/resource/XX824759","http://viaf.org/viaf/87616866"
"http://datos.bne.es/resource/XX824763","http://viaf.org/viaf/87616884"
"http://datos.bne.es/resource/XX824766","http://viaf.org/viaf/87616907"
"http://datos.bne.es/resource/XX824769","http://viaf.org/viaf/37310981"
"http://datos.bne.es/resource/XX824770","http://viaf.org/viaf/87616911"
"http://datos.bne.es/resource/XX824777","http://viaf.org/viaf/76346495"
"http://datos.bne.es/resource/XX824779","http://viaf.org/viaf/87616969"
"http://datos.bne.es/resource/XX824786","http://viaf.org/viaf/87616976"
"http://datos.bne.es/resource/XX824787","http://viaf.org/viaf/87616982"
"http://datos.bne.es/resource/XX824795","http://viaf.org/viaf/71500955"
"http://datos.bne.es/resource/XX824796","http://viaf.org/viaf/87617007"
"http://datos.bne.es/resource/XX824797","http://viaf.org/viaf/100250777"
"http://datos.bne.es/resource/XX824810","http://viaf.org/viaf/87617076"
"http://datos.bne.es/resource/XX824811","http://viaf.org/viaf/87617082"
"http://datos.bne.es/resource/XX824812","http://viaf.org/viaf/70711567"
"http://datos.bne.es/resource/XX824813","http://viaf.org/viaf/87617095"
"http://datos.bne.es/resource/XX824814","http://viaf.org/viaf/87617105"
"http://datos.bne.es/resource/XX824815","http://viaf.org/viaf/87617114"
"http://datos.bne.es/resource/XX824816","http://viaf.org/viaf/13613016"
"http://datos.bne.es/resource/XX824823","http://viaf.org/viaf/59087691"
"http://datos.bne.es/resource/XX824833","http://viaf.org/viaf/87617146"
"http://datos.bne.es/resource/XX824835","http://viaf.org/viaf/67497"
"http://datos.bne.es/resource/XX824838","http://viaf.org/viaf/87617167"
"http://datos.bne.es/resource/XX824839","http://viaf.org/viaf/87617179"
"http://datos.bne.es/resource/XX824859","http://viaf.org/viaf/87617216"
"http://datos.bne.es/resource/XX824863","http://viaf.org/viaf/76540003"
"http://datos.bne.es/resource/XX824868","http://viaf.org/viaf/77671197"
"http://datos.bne.es/resource/XX824871","http://viaf.org/viaf/40205643"
"http://datos.bne.es/resource/XX824874","http://viaf.org/viaf/27094287"
"http://datos.bne.es/resource/XX824880","http://viaf.org/viaf/71400318"
"http://datos.bne.es/resource/XX824882","http://viaf.org/viaf/87617244"
"http://datos.bne.es/resource/XX824886","http://viaf.org/viaf/87617259"
"http://datos.bne.es/resource/XX824897","http://viaf.org/viaf/56685970"
"http://datos.bne.es/resource/XX824898","http://viaf.org/viaf/65505581"
"http://datos.bne.es/resource/XX824909","http://viaf.org/viaf/68993834"
"http://datos.bne.es/resource/XX824916","http://viaf.org/viaf/46443531"
"http://datos.bne.es/resource/XX824924","http://viaf.org/viaf/268307604"
"http://datos.bne.es/resource/XX824927","http://viaf.org/viaf/87617373"
"http://datos.bne.es/resource/XX824930","http://viaf.org/viaf/88719234"
"http://datos.bne.es/resource/XX824935","http://viaf.org/viaf/17454820"
"http://datos.bne.es/resource/XX824939","http://viaf.org/viaf/87617432"
"http://datos.bne.es/resource/XX824944","http://viaf.org/viaf/87617450"
"http://datos.bne.es/resource/XX824949","http://viaf.org/viaf/87617478"
"http://datos.bne.es/resource/XX824950","http://viaf.org/viaf/56625005"
"http://datos.bne.es/resource/XX824957","http://viaf.org/viaf/107581568"
"http://datos.bne.es/resource/XX824960","http://viaf.org/viaf/87617506"
"http://datos.bne.es/resource/XX824961","http://viaf.org/viaf/19846088"
"http://datos.bne.es/resource/XX824963","http://viaf.org/viaf/65377155"
"http://datos.bne.es/resource/XX824964","http://viaf.org/viaf/87617510"
"http://datos.bne.es/resource/XX824966","http://viaf.org/viaf/87617534"
"http://datos.bne.es/resource/XX824975","http://viaf.org/viaf/87617575"
"http://datos.bne.es/resource/XX824978","http://viaf.org/viaf/87617599"
"http://datos.bne.es/resource/XX824981","http://viaf.org/viaf/87617612"
"http://datos.bne.es/resource/XX824988","http://viaf.org/viaf/29223915"
"http://datos.bne.es/resource/XX825012","http://viaf.org/viaf/87617704"
"http://datos.bne.es/resource/XX825013","http://viaf.org/viaf/87617715"
"http://datos.bne.es/resource/XX825027","http://viaf.org/viaf/122660"
"http://datos.bne.es/resource/XX825033","http://viaf.org/viaf/87617762"
"http://datos.bne.es/resource/XX825035","http://viaf.org/viaf/87617789"
"http://datos.bne.es/resource/XX825038","http://viaf.org/viaf/18929259"
"http://datos.bne.es/resource/XX825040","http://viaf.org/viaf/36186746"
"http://datos.bne.es/resource/XX825041","http://viaf.org/viaf/87617817"
"http://datos.bne.es/resource/XX825046","http://viaf.org/viaf/26701717"
"http://datos.bne.es/resource/XX825047","http://viaf.org/viaf/2520647"
"http://datos.bne.es/resource/XX825052","http://viaf.org/viaf/87617855"
"http://datos.bne.es/resource/XX825071","http://viaf.org/viaf/87617886"
"http://datos.bne.es/resource/XX825075","http://viaf.org/viaf/51683896"
"http://datos.bne.es/resource/XX825081","http://viaf.org/viaf/51794915"
"http://datos.bne.es/resource/XX825089","http://viaf.org/viaf/87617957"
"http://datos.bne.es/resource/XX825106","http://viaf.org/viaf/87618002"
"http://datos.bne.es/resource/XX825108","http://viaf.org/viaf/21089922"
"http://datos.bne.es/resource/XX825114","http://viaf.org/viaf/87618060"
"http://datos.bne.es/resource/XX825148","http://viaf.org/viaf/85055776"
"http://datos.bne.es/resource/XX825150","http://viaf.org/viaf/87618115"
"http://datos.bne.es/resource/XX825156","http://viaf.org/viaf/93574644"
"http://datos.bne.es/resource/XX825159","http://viaf.org/viaf/18469015"
"http://datos.bne.es/resource/XX825165","http://viaf.org/viaf/20030657"
"http://datos.bne.es/resource/XX825169","http://viaf.org/viaf/11122148"
"http://datos.bne.es/resource/XX825189","http://viaf.org/viaf/55811298"
"http://datos.bne.es/resource/XX825214","http://viaf.org/viaf/90705222"
"http://datos.bne.es/resource/XX825217","http://viaf.org/viaf/87618278"
"http://datos.bne.es/resource/XX825218","http://viaf.org/viaf/87618284"
"http://datos.bne.es/resource/XX825227","http://viaf.org/viaf/87618311"
"http://datos.bne.es/resource/XX825291","http://viaf.org/viaf/10065850"
"http://datos.bne.es/resource/XX825292","http://viaf.org/viaf/29557951"
"http://datos.bne.es/resource/XX825293","http://viaf.org/viaf/44300194"
"http://datos.bne.es/resource/XX825298","http://viaf.org/viaf/87618526"
"http://datos.bne.es/resource/XX825299","http://viaf.org/viaf/90705233"
"http://datos.bne.es/resource/XX825302","http://viaf.org/viaf/24051133"
"http://datos.bne.es/resource/XX825316","http://viaf.org/viaf/87618574"
"http://datos.bne.es/resource/XX825324","http://viaf.org/viaf/68923681"
"http://datos.bne.es/resource/XX825326","http://viaf.org/viaf/87618601"
"http://datos.bne.es/resource/XX825327","http://viaf.org/viaf/54366954"
"http://datos.bne.es/resource/XX825329","http://viaf.org/viaf/90705246"
"http://datos.bne.es/resource/XX825335","http://viaf.org/viaf/87618629"
"http://datos.bne.es/resource/XX825345","http://viaf.org/viaf/95165630"
"http://datos.bne.es/resource/XX825350","http://viaf.org/viaf/87618672"
"http://datos.bne.es/resource/XX825356","http://viaf.org/viaf/87618705"
"http://datos.bne.es/resource/XX825361","http://viaf.org/viaf/56920673"
"http://datos.bne.es/resource/XX825369","http://viaf.org/viaf/80458021"
"http://datos.bne.es/resource/XX825383","http://viaf.org/viaf/87618751"
"http://datos.bne.es/resource/XX825388","http://viaf.org/viaf/87618779"
